main_user,userid,screen_name,name,description,contributors_enabled,protected,followers,following_cnt,followers_cnt,listed_cnt,status_cnt,favourites_cnt,language,created-at,verified,url,avatar,users_twt_date,location
contra_investor,832572800,RajanSingh1987,Mai bhi chowkidar !! Rajan Singh Tomar,Love travelling and finding new places....,False,False,followers,288,100,1,421,688,en,2012-09-19 04:48:07,False,,,2019-03-31 17:06:56, Noida
contra_investor,151145107,samgold21,CHOWKIDAR SANDEEP,???? ???? ?? ??  Live & Die for Nation. Nothing more Stupendous. I m because of my Nation,False,False,followers,2987,7729,259,434690,381817,en,2010-06-02 18:26:11,False,,,2019-04-05 10:34:27,BHARAT
contra_investor,728146873,akshitagarg97,Akshita garg,student|| law student||,False,False,followers,92,63,1,254,590,en,2012-07-31 11:07:05,False,https://t.co/YyQqPwc37R,,2019-02-26 06:35:50,
contra_investor,705624677650030592,C_82l,Dr D,Surgeon 30 years. Skeptical true believer. Scientific REALITY is a digital hologram which means creation argument is settled (in 140 characters:-),False,False,followers,2237,1008,42,50104,46702,en,2016-03-04 05:23:27,False,,,2019-04-05 06:06:19,Arkansas  USA
contra_investor,850933549,navaneethrr,matsyendranath,LIBERAL RIGHTstands 4 freedom of speech and expression.loves all pagan religions(hindubuddhistsikhtaoshintoatheistjain parsi etc),False,False,followers,644,197,4,12275,4390,en,2012-09-28 11:47:39,False,,,2019-04-02 12:34:00,Bharat
contra_investor,516187869,imAnujD07,Anuj Dwivedi,,False,False,followers,1680,228,9,7615,10284,en,2012-03-06 04:32:44,False,,,2019-04-03 09:11:32,Kannauj  India
contra_investor,458453826,Sankalp1703,Chowkidar ?????? ????? ????,,False,False,followers,1512,332,12,2272,11679,en,2012-01-08 15:46:29,False,,,2019-04-05 08:40:48,Gurgaon
contra_investor,20414217,CollChris,Chris Collins,Itinerant traveler (Asia) who sadly ran out of petrol on the road less travelled,False,False,followers,568506,753028,4995,38886,1871,en,2009-02-09 03:51:55,False,,,2019-04-05 09:00:17,
contra_investor,1481972742,mashooqmd,MD.BUGTI BALOCH,A Baloch human right activitiesstruggilng for baloch right,False,False,followers,623,241,1,940,553,en,2013-06-04 11:05:05,False,,,2017-06-22 15:35:27,
contra_investor,736426156010901504,DCTtrading_,DCT_Official,Get 5 days of trade signals at https://t.co/pUVIZ9OLn9.  If you interested in joining DCT visit https://t.co/n9IvkiSJza,False,False,followers,914,121,0,5,1,en-GB,2016-05-28 05:17:32,False,,,2016-05-29 10:05:41,
contra_investor,738723488303812608,Sudeeppanwar9,Sudeep panwar,,False,False,followers,60,10,0,29,22,en-gb,2016-06-03 13:26:19,False,,,2018-04-18 10:21:11,sudeep panwat
contra_investor,252209020,gbd1971,mango man,,False,False,followers,4592,827,12,44764,26628,en,2011-02-14 18:34:12,False,,,2019-04-02 13:12:27,mumbai
contra_investor,2504432821,Someswar_b,Chowkidar someswar bhattachary????,Nation First. I am nothing but my thoughts. Managing myself is the only thing I do.RTs are not endorsements.,False,False,followers,973,108,7,5213,16111,en,2014-05-18 12:59:58,False,,,2019-04-04 17:16:13,
contra_investor,2802248285,TTaRblog,M. Brunel,Atheist Debater History lover psychologist. Pro Europe anti EU.,False,False,followers,1613,570,15,20352,25111,nl,2014-10-03 16:50:12,False,,,2019-04-05 10:20:15,
contra_investor,738700142820397056,69didyouknow,Did You know?,Interesting facts.,False,False,followers,2358,320,0,17,0,en,2016-06-03 11:53:33,False,,,2016-06-25 08:54:43,
contra_investor,4853240424,fans_bharatArc,RSS Fans Archives,Archive of @fans_Bharat,False,False,followers,33,20,2,537,183,en,2016-02-03 09:05:22,False,,,2016-07-17 17:21:34,
contra_investor,2359068116,Shanbarani,HulaguKhan,,False,False,followers,2863,1130,71,94535,899,en,2014-02-24 06:29:58,False,,,2017-07-08 19:13:53,
contra_investor,387846322,DonaldDogan,Ibrahim Pa?aye Milli,,False,False,followers,2121,930,13,8476,5552,en,2011-10-09 19:29:44,False,,,2019-01-24 01:07:16,
contra_investor,3803092107,seemach_11,Seema,Human Rights Activist #AmnestyIndia. Tweets are Personal and RT ? endorsement.,False,False,followers,3818,1929,20,8001,9247,en,2015-09-28 11:21:49,False,,,2017-03-30 16:57:35,
contra_investor,564656140,RobertDylan68,Robert Dylan,I'm Communist-capitalist:make as much as u likebut share with those needing help as we r all human(except the aliens) RTs always an endorsement (o/w y RT?),False,False,followers,4997,2597,56,44398,45332,en,2012-04-27 14:25:52,False,,,2019-04-05 06:52:30,Earth
contra_investor,735509982075060224,RideTrumpTrain,The Trump Train,Get on or Get run over! Next Stop: The White House.,False,False,followers,4043,1973,3,63,3701,en,2016-05-25 16:36:59,False,https://t.co/pxrwNQFlpN,,2017-07-29 22:39:53,Hillary for Prison 
contra_investor,2924244237,DominicDN777,Crusader,America first Free Europe Anti-Modernist Anti-Marxist Anti-Capitalist Nationalist Francis is a heretic V2 is of satan,False,False,followers,143,110,3,682,571,en,2014-12-16 04:25:08,False,,,2016-06-20 01:35:28,
contra_investor,2450277997,liora_9,?????? ?????,I'm among the ranks of the Israeli right. I have a negative opinion on the practice of circumcision. I disapprove of vegetarianism & veganism.,False,False,followers,313,246,3,4238,5975,he,2014-04-17 19:01:22,False,,,2019-04-03 15:39:27,Israel
contra_investor,738376279104311298,Shia_Safety,Shia Safety Official,We are on mission for upgrading security for educational & religious institutions of Pakistan,False,False,followers,2274,991,4,6606,128,en,2016-06-02 14:26:38,False,,,2019-03-30 06:25:49,Karachi  Pakistan
contra_investor,1500299178,anuroop_vij,Chowkidar vijay patel,?? ???? ???????? ??. ?????? ?????? ???? ??????????? ???? : we can do...getting India back on track...???? ???? ??? ?? YuvaSENA- Hindu||,False,False,followers,2633,2328,7,25445,29453,en,2013-06-11 04:44:21,False,,,2019-04-05 07:51:09,Gujarat
contra_investor,220742592,SwimmerInTheSea,Sunny Mika,Entrepreneur of a new Mainstream Metropolitan Media Model at https://t.co/SWAI7N6zPb   Launched May 1 2016!,False,False,followers,4668,1570,103,8591,13999,en,2010-11-28 18:15:52,False,https://t.co/bm26bBgsHG,,2018-01-30 09:07:58,Spokane  Wa
contra_investor,2524198274,RPDULAR,??????? ?????? ????,????????? ?? ?????? ???? ???? ???? ???? ?? ???? ???? ???? ??? ?? 55 ??? ???? ???? ???? ????? ????? ?? ???? ?????? ???????? ?? ????? ?? ?????? ?? ???????????,False,False,followers,17273,30749,71,217194,180003,en,2014-05-26 05:17:59,False,,,2019-04-05 07:17:30,India
contra_investor,3887865972,KateLDav,Kate Davis,#MAGA! Trump2020! My mission is exposing THE REAL UGLY FACES of lefts/socialists/communists! Try my best to protect the USA from turning to a communism country!,False,False,followers,1896,1603,14,15698,14371,en,2015-10-14 04:31:34,False,,,2019-03-29 23:51:39,Anywhere out of Califonistan 
contra_investor,746169023566602240,maroomdubai2020,Maroom,,False,False,followers,2998,531,3,258,593,en,2016-06-24 02:32:13,False,,,2016-10-04 14:55:58,
contra_investor,1067674824,6575ranjit,Chowkidar ranjit ????,look within,False,False,followers,555,455,9,7464,1939,en,2013-01-07 07:28:01,False,,,2019-04-02 16:11:03,
contra_investor,313107583,itsSClENCE,Science,Knowledge Is Power,False,False,followers,11537,18841,80,4119,4,en,2011-06-08 04:45:27,False,,,2016-07-26 12:46:21,universe
contra_investor,23742101,sunil244,sunil s,personal views on politics films and current affairs. no affiliations .  supporter of rational governance,False,False,followers,1147,234,3,10202,4888,en,2009-03-11 09:47:06,False,,,2019-04-04 09:31:36,Mumbai
contra_investor,741686588090896385,AlliedVLBad,DontUseAlliedVanLine,Unhappy Allied Van Line Customer,False,False,followers,4074,230,3,131,0,en,2016-06-11 17:40:37,False,,,2016-08-13 02:24:46,
contra_investor,1669462326,indreshgoyl,Indresh Kumar,,False,False,followers,4907,3240,4,3217,783,en,2013-08-14 04:29:52,False,,,2019-04-03 11:46:52,Jaipur  India
contra_investor,4886191420,BurtMeister3000,Burt Meister,You turned me loose and fed me after midnight now you're all screwed!,False,False,followers,2207,620,12,3246,21409,en-gb,2016-02-07 23:22:51,False,https://t.co/RV7VmIOLmA,,2017-06-17 22:20:48,England  United Kingdom
contra_investor,112132092,anandiitg,Chowkidaar Anand Gupta,An IIT Graduate engineer with a poetic mind singer's throatphilosopher's attitudecalligrapher's hand  proud Sanghi.hate traitor Congis n idiot aaptards,False,False,followers,4973,3348,51,87196,237406,en,2010-02-07 10:31:31,False,https://t.co/vIsPyE7Ds7,,2019-04-05 07:39:24,Bareilly  NCR
contra_investor,754226216748584961,anujrai2423,Anuj Rai,,False,False,followers,34,5,0,2,0,en,2016-07-16 08:08:37,False,,,2016-07-16 09:29:37,
contra_investor,296805044,Ahhdae,?????? ?????,M?????#Arsenal FC..https://t.co/x1sdGVgQyp,False,False,followers,3940,4323,61,145891,97077,en,2011-05-11 12:44:06,False,https://t.co/4wIRXLb7Vi,,2019-04-05 10:27:19,E(n)=Q(n)/Q(E)+Q(n)
contra_investor,4529240179,Grabr_India,Grabr,Grabr offers impressive personalised resume website templates that are easy to create the task at hand is almost too simple.,False,False,followers,1203,538,7,20,4,en,2015-12-11 14:19:44,False,https://t.co/U9RVZLmnfS,,2016-05-31 06:18:18,
contra_investor,39965660,marvelmachine,marvelmachine,hmm!Full of surprises,False,False,followers,4692,979,40,21621,7299,en,2009-05-14 10:08:52,False,,,2019-03-31 04:19:03,
contra_investor,4880656425,laalsalamIN,Revolution INDIA,Loves to Roam around the world.,False,False,followers,946,1399,16,6,0,en,2016-02-06 08:37:08,False,https://t.co/eY0Few5enP,,2017-04-01 10:53:37,Somewhere at this Planet
contra_investor,721878737839460353,nataliejefferrr,natalie jefferson,,False,False,followers,2350,389,1,10,0,en,2016-04-18 01:51:17,False,,,2017-08-31 17:14:30,
contra_investor,3194218476,CpdhonPrasad,chandra prasad patra,,False,False,followers,1373,639,9,4892,1621,en,2015-05-13 12:03:21,False,,,2017-02-22 03:41:35,Assam India 
contra_investor,743912272620183552,act4nation,???????? ???????,Thinking should become your capital asset no matter whatever ups and downs you come across in your life.Jai Hind -Jai Bharat !!!,False,False,followers,2307,765,3,1063,163,en,2016-06-17 21:04:41,False,,,2018-05-27 10:14:55,India
contra_investor,1347224172,GetAtApp,Get@,A new way to discover your favorite things. Everything we tweet is content we found using our beta version. Get the app!!,False,False,followers,4345,1863,5,430,276,en,2013-04-12 16:40:14,False,https://t.co/r7nCeW10Zw,,2017-04-14 04:34:17,
contra_investor,308890155,JyotirlingaTour,Maharashtra Temple,Maharashtra Temple TourTemple Tour MaharashtraPlaces to worship in MaharashtraReligious tour MaharashtraTour guide of MaharashtraTravel Guide of Maharashtra,False,False,followers,4996,927,0,244,0,en,2011-06-01 05:09:47,False,http://t.co/HyMwVmPrI4,,2019-03-14 15:48:28,Pune Nashik Shirdi Maharashtra
contra_investor,479198786,LichenCraig,BringBackCovfefe,Novelist/freelance editor 35+ yrs - happily take new novelists; Kinda funny friends say. Pretty good bowler. Lover of big dogs. Patriot. Nationalist. #MAGA,False,False,followers,4937,4098,159,137315,6864,en,2012-01-31 03:42:35,False,http://t.co/3HR4lbhnDa,,2019-03-26 17:41:36,Colorado
contra_investor,739919248189853697,ArunKum5100,Arun Kumar,president | Arun Kumar_DPYC INC  Delhi |,False,False,followers,4758,751,1,117,412,en,2016-06-06 20:37:50,False,https://t.co/e4rF5iGjg3,,2016-11-01 06:53:26,Uttam Nagar  New Delhi
contra_investor,89978897,Zameerjaffri,#IndiaRejectsIsrael,Activist Anti-RSS Anti-ISIS Anti-Israel Pro Peace and Justice Student of Islamic Seminary Involved in Media activism.,False,False,followers,930,1043,13,8843,1366,en,2009-11-14 17:22:13,False,,,2019-03-16 21:11:53,Lucknow  India
contra_investor,3303515905,grtbihar,??? ?????,Social  activist I want  clean society green society .,False,False,followers,1663,446,8,5585,4817,en,2015-08-01 15:28:23,False,,,2019-01-02 10:07:59,
contra_investor,2252475822,PTT4579,Peggy Traeger Tierney,BLOG: REAL NEWS NETWORK. https://t.co/MQDkqw62dyFACEBOOK: https://t.co/mMJc84tUuZ,False,False,followers,5376,4975,83,150729,20494,en,2013-12-18 20:01:14,False,,,2019-04-05 06:17:52,
contra_investor,399289065,imranmkkhan,IMRAN KHAN,Writer likes to take part in debates related to Social issues believes in change but sometimes I just feel to give it all up and be a billionaire.,False,False,followers,4260,5410,17,1643,7180,en,2011-10-27 08:36:37,False,https://t.co/HBwsbnQXHN,,2019-04-04 07:36:03,Mumbai  India
contra_investor,1228120350,R_ShahBazHaiDeR,Shahbaz Haider,| Pakistani | Muslim | Engineer | SaGiTaRiuS |,False,False,followers,983,233,1,14,471,en,2013-02-28 18:38:41,False,https://t.co/nxnEOGwrm3,,2019-04-03 17:04:37,Multan  Pakistan
contra_investor,601190267,dhakkanz,#Dhakkanz Official,I don't have anything to do with -- #Fun #Humour #Entertainment | https://t.co/tBDDgtuIPs | https://t.co/HJEnlFRj7M,False,False,followers,4207,2706,16,3376,2020,en,2012-06-06 18:39:12,False,https://t.co/WQVRf5JelW,,2018-04-02 19:59:08,India
contra_investor,3255424568,nileshjain1400,??????? NILESH?? DIPIKA JAIN(?????? ??? ??????)BJP,MEMBER OF BJP (https://t.co/emhEupGYfm -LLB)??????????????? ???????????????? ????????????? ??????????????? ??? ??????? ??????????(2???????? 6????)??????? ??? ????????? ?????????,False,False,followers,2274,4065,3,13767,17623,en,2015-06-25 08:22:43,False,,,2019-04-05 10:34:29,Mandsaur  Madhya Pradesh
contra_investor,763317790128410624,swapnali63,swapnali karande,ASSISTANT EXECUTIVE ENGINEER,False,False,followers,295,50,0,11,0,en,2016-08-10 10:15:18,False,https://t.co/Rh9CczeyC3,,2018-03-30 09:49:29,Mumbai  India
contra_investor,2286507253,Alaukik07,Alaukik????Rajpoot,Journalist Author Sr. Editor @DigitIndia,False,False,followers,1440,3145,25,2780,1760,en,2014-01-11 11:40:46,False,https://t.co/KubXoUD7VC,,2019-01-30 15:12:57,Noida  India
contra_investor,3061671696,anmoltiwari9999,Anmol Tiwari,snpchat id: anmol9999,False,False,followers,2704,2442,5,4908,12426,en,2015-03-04 17:54:35,False,,,2019-04-05 01:21:18,Punjab  India
contra_investor,1492884060,satishchoubey7,???? ????,???????? ?????????????????? ??????????? ???? ???????????? ???????? ???? ????? ???????????????? ????? ???? ?? ???? ???? ??? ?? ?????? ?? ??? ?? ???????? ???,False,False,followers,58475,56619,97,148748,148235,en,2013-06-08 13:21:48,False,,,2019-04-05 09:37:21,
contra_investor,785287993,shalinit_6,shalini talwar,Facts are facts and will not disappear on account of your likes-J Nehru,False,False,followers,1264,9211,63,34407,37161,en,2012-08-27 19:07:27,False,http://t.co/ijcZxBzKmr,,2019-04-05 07:19:04,newdelhi
contra_investor,4547340020,TrueBhakt,ISI payroll Sanghi,Bhakt | Sanghi | Vedic Scientist | Ayurvedic Doctor | Hindutva scholar | Vegetarian Jihadi | Sanskaari Parody,False,False,followers,63,330,10,2245,897,en,2015-12-13 13:06:13,False,,,2018-06-12 08:29:42,Hastinapur
contra_investor,750275139607166976,neeraj2kumari6,Neeraj Kumari,,False,False,followers,2334,711,4,645,1305,en,2016-07-05 10:28:27,False,,,2016-10-26 12:57:19,
contra_investor,752780760139067392,MalleshamBjp,M Mallesham Bjp M Ma,,False,False,followers,1231,676,0,46,306,en,2016-07-12 08:24:54,False,,,2018-03-03 02:39:27,Pudur  India
contra_investor,3148141244,AbhayindraK,ABHAYINDRA KUMAR,,False,False,followers,4402,928,1,6,2,en,2015-04-10 14:07:49,False,,,2016-10-18 12:01:31,
contra_investor,2995379682,pss1987,Parthsarthi Sharma ????,Believe in Perfection !!!!Software Architect and Social Worker. Tweets on Political/Social/Cultural issues .RTs not endorsements.,False,False,followers,5857,5449,15,17249,16886,en,2015-01-25 05:18:12,False,,,2019-04-05 10:00:10,Bharat
contra_investor,2609472354,swapnapremi,???? ???????? ????????????,#journalist #socialmediaexpert,False,False,followers,4446,10592,8,3572,624,en,2014-07-07 11:59:08,False,https://t.co/O46HWyDD29,,2019-04-02 13:17:02,Hardoi  India
contra_investor,764362430130622464,ASGHARB89425824,ASGHAR BALOCH,Iam a baloch,False,False,followers,389,63,0,4,7,en,2016-08-13 07:26:19,False,,,2016-08-25 06:40:59,Free Balochistan
contra_investor,763639461485776896,Sumit127211,Sumit kumar,,False,False,followers,316,55,0,97,295,en,2016-08-11 07:33:30,False,,,2016-08-27 14:09:26,Mainpuri
contra_investor,569938861,dattakoplereddy,DSK.REDDY,???? Follo ???? ?? ??? ?? ?? ??????? ???? ?????????? ?? ????? ???????@narendramodi #??????. 100% folloback   ???? ???? ?????#???? ???? ?? ??,False,False,followers,812,1704,0,1259,403,en,2012-05-03 12:32:10,False,https://t.co/sPXImKxqOt,,2019-02-18 09:38:57,India
contra_investor,746439344039272450,science_strange,Strange Science News,Strange Science News lets you know about the fascinating and sometimes weird research that scientists are working on.,False,False,followers,646,632,17,359,11,en,2016-06-24 20:26:22,False,https://t.co/YH2L80f4rY,,2018-03-14 14:39:34,Ontario  Canada
contra_investor,272307823,0ff1ceofRG,Chor - Pappu ?TheRealPappu?,Retweets & Tweets are not my own opinion! Its never an endorsement ! mostly copied from my mobile! Even My organisation does not agree with my opinion! Parody!!,False,False,followers,1312,1542,34,30459,4095,en,2011-03-26 07:19:37,False,https://t.co/TDIWQlGz1x,,2019-03-26 12:14:08,New Delhi - Reforming Scaming 
contra_investor,751866019526938625,SufiAguruji,Sufi Arvind Guruji,Mission Message --???? ????? ??? ??? ??????????? ???? ?? ?? ???? ???? ?? ???? ???????? ???? ??? ??????? ???? ???????? ?? ??? ?? ???? ???? ???????? ??????,False,False,followers,937,992,4,4004,15019,en,2016-07-09 19:50:02,False,,,2019-04-03 14:29:42,
contra_investor,766906483065909248,MonuSuman18,Monu Suman,I AM always awESOMe,False,False,followers,52,19,0,1,4,en,2016-08-20 07:55:28,False,,,2016-08-20 08:03:32,Rajasthan  India
contra_investor,748595369202749440,JasrotiaBinny,Binny Jasrotia,In a relationship with Vishu??,False,False,followers,1492,273,0,97,161,en,2016-06-30 19:13:39,False,https://t.co/uSj71WnmYu,,2017-07-15 13:26:04,Jammu And Kashmir
contra_investor,2510322840,subramanya_fire,subramanya fire,journalist in the making.,False,False,followers,455,134,1,193,206,en,2014-05-20 12:58:30,False,,,2019-04-05 02:45:40,Basavangudi  Bengaluru
contra_investor,731234868328316928,revlDonaldTrump,Trump Conservative,#TrumpTrain | The product of a free America. | Limited Government is the Best Government | #MAGA #MakeAmericaGreatAgain #Deplorable,False,False,followers,4013,3009,6,654,447,en,2016-05-13 21:29:13,False,,,2018-07-03 15:21:45,New York  USA
contra_investor,155490491,LIKHILS,LIKHIL SUKUMARAN,Marxist | Secular Indian | Humanist | Anti Fascist | Outspoken | Political enthusiast | Film critic,False,False,followers,292,189,6,1024,717,en,2010-06-14 08:16:37,False,https://t.co/UxK5UiHHZ1,,2019-03-02 20:43:26,kerala india
contra_investor,2190625994,gyanpropzone,vikas bhati,??,False,False,followers,59,8,0,12,24,en,2013-11-12 16:13:42,False,,,2016-10-20 05:10:24,
contra_investor,771011020496199680,SSarafkatte,Satish Sarafkatte,Civil engineer,False,False,followers,140,11,0,17,45,en,2016-08-31 15:45:26,False,,,2016-10-21 17:02:08,Pandharpur  India
contra_investor,777104919736176644,Hinduchintan,Hindu Chintan,Sanatan Vedic mind can solve problems of humanity - poverty violence degradation of nature. We RT maximum Hindu tweets without endorsing,False,False,followers,69,20,0,173,1,en,2016-09-17 11:20:25,False,,,2019-03-05 13:19:48,
contra_investor,777554768046743552,umesh2196,Umesh,Jay HindBharat mata ki jay.,False,False,followers,4568,886,0,9,41,en,2016-09-18 17:07:57,False,,,2017-02-17 08:05:53,India
contra_investor,793090545342156800,sagar_sorathia,Sagar Sorathia,,False,False,followers,50,6,0,1,5,en,2016-10-31 14:01:35,False,,,2016-11-05 06:07:09,
contra_investor,765531483981225984,_krishnaraj_,Krishnaraj S,1992 ?? BJP Supporter ???? DQ Fan ?? Electronics Engineer ??,False,False,followers,100,6,0,2,0,en,2016-08-16 12:51:43,False,,,2016-08-25 15:25:21,Mangalore  India
contra_investor,796580689693069312,Omi_Reshammia,Omi,Music Hindi Music News Entertainment,False,False,followers,92,21,0,8,19,en,2016-11-10 05:10:10,False,,,2016-11-19 05:29:53,Meharban Ludhiana 
contra_investor,798044612577427456,ArvindG77759940,Arvind Giri,,False,False,followers,114,4,0,3,3,en,2016-11-14 06:07:17,False,,,2016-11-18 17:10:26,Varanasi  India
contra_investor,798427721403658246,Sarojku82586716,Saroj kumar,saroj,False,False,followers,82,22,0,7,0,hi,2016-11-15 07:29:37,False,,,2016-11-18 19:23:41,New Delhi  India
contra_investor,798590981561909248,varunifb,Varun Chawla,,False,False,followers,87,13,0,1,2,en,2016-11-15 18:18:21,False,,,2016-11-15 18:27:36,
contra_investor,801330327251783680,ShivamM13007650,Shivam Mishra,Shivam Mishra,False,False,followers,99,25,0,19,15,en,2016-11-23 07:43:32,False,,,2017-02-04 13:00:07,India
contra_investor,804372590009544705,PremRavi10,Prem Ravi,Jobless Engineer,False,False,followers,45,13,0,2,0,en,2016-12-01 17:12:24,False,,,2016-12-02 10:23:21,New Delhi  India
contra_investor,197481933,mksinvar,Manish Kumar,A Banker Interested in Science | Technology | Religion | Politics | Economics | Banking |,False,False,followers,2400,2006,1,470,1561,en,2010-10-01 16:29:23,False,,,2019-02-18 10:52:17,Greater Noida  India
contra_investor,804880220973109248,vajantrip,PRAMOD ANANT VAJANTR,,False,False,followers,63,13,0,3,0,en,2016-12-03 02:49:33,False,,,2017-01-10 00:58:53,
contra_investor,3266162400,RoundReporter,Reporter24,,False,False,followers,482,211,3,15201,274,en,2015-07-02 16:27:52,False,,,2018-12-29 10:43:27,
